student_id,age,year_of_study,department,attendance_percentage,cgpa_previous_sem,daily_study_hours,weekly_study_hours,study_sessions_per_week,assignment_submission_rate,late_submission_count,revision_frequency_per_week,lms_login_frequency_per_week,lms_time_spent_hours_per_week,video_lectures_watched_per_week,video_completion_rate,practice_quiz_attempts,discussion_forum_posts,resource_diversity_score,class_participation_score,search_skill_score,source_evaluation_score,information_filtering_score,quiz_average_score,midterm_score,assignment_average_score,motivation_level,stress_level,procrastination_score,time_management_score,learning_outcome
STU09027,18,4,Electronics,52.8,3.39,5.2,31.6,5,80.8,3,6,6,7.5,5,56.7,7,4,6.6,58.8,65.0,55.9,57.2,46.8,56.8,64.8,3,3,3,7,Good
STU09028,19,4,Computer Science,63.0,2.5,3.8,23.2,5,43.2,7,3,6,6.2,7,63.3,6,4,5.1,56.1,58.3,47.0,41.1,48.3,36.6,39.0,5,3,8,2,Average
STU09029,18,1,Physics,51.7,3.01,4.5,27.1,5,48.3,6,3,8,6.3,5,54.6,6,6,4.9,64.8,76.0,61.3,63.6,48.9,54.6,43.6,3,3,7,3,Average
STU09030,19,3,Electronics,46.8,2.9,4.6,25.9,3,63.8,3,5,2,0.6,3,48.1,3,1,5.1,37.5,74.2,40.3,46.9,39.8,52.5,63.0,3,2,2,8,Average
STU09031,20,1,Business,50.5,2.65,4.3,25.6,6,43.2,6,4,6,5.8,5,47.1,6,3,6.6,58.3,63.5,39.9,41.7,41.0,41.0,41.8,3,2,6,4,Average
STU09032,20,2,Physics,57.9,3.89,5.3,31.9,5,44.3,6,3,8,5.3,5,62.3,4,5,4.7,61.2,67.6,65.4,61.8,57.6,55.2,41.2,4,3,8,3,Good
STU09033,22,1,Electronics,48.7,2.96,3.5,22.8,6,66.1,3,4,7,4.5,5,49.0,5,3,5.4,51.4,70.9,65.3,59.9,48.3,52.3,55.3,2,3,4,5,Good
STU09034,19,1,Electronics,47.1,1.91,5.0,31.6,5,52.9,6,4,4,2.3,5,59.0,4,5,4.5,49.4,41.9,51.1,28.3,36.5,44.4,34.5,3,2,7,3,Poor
STU09035,21,2,Mathematics,68.9,3.08,5.2,30.2,6,32.1,8,3,8,5.2,7,70.3,9,4,5.4,76.2,48.8,45.9,38.8,51.9,48.3,39.1,5,2,9,1,Good
STU09036,21,3,Business,54.6,4.0,5.1,31.3,6,45.0,3,4,7,6.9,7,69.8,8,4,7.2,66.2,72.7,57.1,75.4,61.0,60.0,61.1,4,1,4,6,Good
STU09037,19,1,Mechanical,57.7,2.98,4.8,28.7,5,40.8,8,3,8,4.8,6,68.4,6,3,5.3,70.5,50.5,49.4,41.1,55.1,41.7,42.4,4,2,9,2,Average
STU09038,18,3,Mathematics,53.1,3.3,3.8,24.1,5,52.6,6,3,9,7.5,5,56.3,7,3,5.5,58.9,70.2,63.8,56.5,56.5,53.6,47.1,4,3,6,5,Good
STU09039,18,4,Civil,44.3,1.89,4.5,26.9,6,67.2,3,5,4,4.0,4,56.9,5,2,5.4,31.8,39.1,42.6,46.8,30.3,42.4,53.4,3,3,3,7,Average
STU09040,20,2,Electronics,40.0,3.11,2.8,16.5,4,31.9,7,1,3,1.2,4,41.3,5,3,3.5,39.0,74.2,61.9,59.5,45.8,50.0,25.9,3,2,8,2,Average
STU09041,20,1,Mechanical,53.7,3.98,5.5,32.2,5,58.6,6,5,9,4.1,7,67.9,8,5,5.9,74.4,77.1,86.9,78.8,58.8,71.6,60.4,4,3,6,4,Good
STU09042,19,3,Mechanical,49.4,3.56,3.6,21.1,5,50.8,7,3,6,3.2,6,51.9,6,5,5.0,69.0,65.3,71.2,73.2,58.1,54.9,43.9,4,3,6,4,Good
STU09043,19,1,Electronics,48.3,3.85,5.5,32.9,5,43.0,6,4,7,3.9,7,71.1,7,4,5.3,68.3,74.2,65.6,66.1,65.3,67.2,44.7,4,2,8,2,Good
STU09044,19,1,Business,42.9,3.2,4.3,24.6,5,68.5,2,4,4,1.5,3,45.7,6,3,5.5,47.6,63.0,61.2,59.0,50.6,43.5,64.4,2,4,4,7,Good
STU09045,18,3,Mechanical,40.0,2.62,4.4,26.3,6,51.5,4,3,4,4.4,3,43.1,4,2,3.3,40.2,65.3,59.0,49.4,38.0,48.3,45.7,2,4,5,5,Average
STU09046,18,1,Electronics,58.6,3.76,6.1,35.4,5,53.1,3,6,6,2.8,5,56.4,7,4,6.0,61.5,79.6,66.1,50.2,54.1,67.0,63.7,5,2,4,6,Excellent
STU09047,19,3,Business,82.6,3.85,7.1,43.2,5,78.8,5,6,10,6.7,7,80.8,9,5,7.8,69.9,61.7,67.2,60.1,48.8,64.3,70.9,5,2,3,6,Excellent
STU09048,21,2,Mechanical,59.8,3.04,4.2,26.5,6,54.8,4,3,5,4.7,5,42.2,4,6,3.8,53.9,52.4,56.0,78.5,42.0,52.3,48.6,2,4,5,5,Average
STU09049,21,2,Computer Science,49.9,2.84,4.6,28.1,7,41.0,9,3,9,6.0,6,63.2,6,5,5.7,75.9,55.0,57.5,39.6,51.2,44.2,33.5,4,3,8,2,Average
STU09050,24,4,Business,40.0,1.99,3.5,20.8,5,45.9,5,5,4,3.2,5,38.4,4,2,4.8,43.0,40.9,24.2,39.9,26.4,33.1,46.7,3,3,5,5,Average
STU09051,23,3,Civil,53.3,2.89,4.6,27.8,5,71.0,5,5,7,7.3,4,51.5,8,3,5.4,51.9,58.5,44.1,41.8,48.5,52.7,54.3,3,2,4,5,Average
STU09052,20,1,Physics,68.8,4.0,6.6,39.1,5,76.7,2,7,8,3.7,8,64.5,8,3,7.1,78.8,72.2,69.7,78.5,66.8,78.0,71.4,3,1,2,7,Excellent
STU09053,18,1,Business,76.7,3.52,5.8,35.7,6,56.7,4,5,8,3.6,7,76.0,9,4,6.3,66.3,46.1,47.2,36.3,48.2,57.0,59.3,3,1,4,5,Good
STU09054,18,3,Mechanical,71.3,4.0,5.8,35.8,5,70.7,3,5,8,7.2,8,71.7,8,5,7.1,80.5,83.6,73.2,68.0,65.9,71.2,66.8,5,4,5,7,Excellent
STU09055,22,2,Mathematics,63.4,2.92,5.4,33.1,6,50.5,8,4,10,9.0,8,66.0,6,3,6.1,69.2,69.1,52.7,67.7,52.7,45.1,52.2,4,3,7,4,Good
STU09056,19,1,Electronics,57.1,2.83,4.8,30.5,6,61.2,3,5,8,9.9,5,56.5,8,3,6.5,62.7,41.9,45.1,45.5,46.0,52.4,52.1,4,4,4,6,Good
STU09057,21,2,Business,66.3,4.0,6.0,36.8,6,79.0,3,6,11,10.6,7,70.5,9,5,7.2,80.1,54.1,61.9,76.1,62.8,63.0,70.1,5,2,4,6,Excellent
STU09058,20,1,Computer Science,51.5,3.0,2.9,19.0,5,60.1,4,6,4,1.3,2,46.7,5,1,4.4,49.8,75.4,64.9,71.8,46.3,46.6,60.9,2,5,4,6,Good
STU09059,20,3,Computer Science,48.5,2.61,3.4,20.3,5,40.8,6,3,5,5.8,4,41.2,5,3,3.9,47.9,61.6,58.8,39.0,41.2,50.7,41.2,2,4,7,4,Average
STU09060,22,1,Civil,50.2,2.69,4.3,25.1,4,52.0,5,4,7,3.4,6,55.8,5,3,5.1,61.5,35.5,65.4,50.5,37.2,41.7,46.6,4,3,7,4,Average
STU09061,19,2,Civil,41.0,2.1,2.7,16.5,4,52.0,5,3,4,2.9,2,26.4,3,2,4.0,27.2,37.6,38.9,33.7,30.4,34.1,41.5,1,4,4,5,Poor
STU09062,19,4,Mechanical,62.7,3.74,5.7,37.0,5,52.1,4,4,6,3.2,6,61.7,8,4,5.4,54.6,56.2,72.8,57.4,52.7,59.2,59.6,3,2,6,5,Good
STU09063,19,1,Business,49.3,2.94,5.0,30.4,6,51.7,4,4,5,2.0,2,44.1,5,6,4.3,49.2,52.8,51.2,61.7,45.7,43.5,53.9,3,2,4,5,Average
STU09064,21,4,Physics,50.7,3.06,4.6,25.6,4,52.4,5,4,4,1.9,5,56.2,7,3,4.9,52.4,75.7,58.1,52.0,42.1,47.2,48.1,4,3,6,5,Good
STU09065,18,3,Civil,40.0,1.74,2.1,14.5,5,33.3,7,2,2,1.0,0,24.1,3,1,2.7,30.1,57.9,56.2,50.5,35.8,35.9,30.0,2,2,7,4,Poor
STU09066,23,3,Business,75.3,2.28,6.5,39.0,5,75.0,6,6,10,10.8,9,72.3,9,4,6.9,58.9,34.7,39.7,36.9,43.2,30.5,60.6,5,5,4,7,Average
STU09067,24,2,Computer Science,47.3,2.21,4.5,25.9,5,33.9,8,3,5,3.9,4,52.3,5,4,4.3,50.5,45.9,36.0,58.2,47.0,39.7,36.7,2,2,7,4,Average
STU09068,19,1,Mechanical,77.8,4.0,6.7,40.0,5,85.7,2,7,7,5.4,6,73.7,10,3,7.4,70.0,70.2,75.1,78.9,68.9,70.8,79.0,4,2,2,9,Excellent
STU09069,22,2,Mathematics,47.0,3.17,3.9,23.3,5,71.1,2,5,5,5.1,2,54.3,5,1,5.2,51.6,82.3,49.8,66.9,52.7,47.9,62.9,2,3,1,7,Good
STU09070,18,1,Business,40.0,1.63,1.3,8.4,5,33.9,7,2,1,0.5,4,20.5,2,1,3.0,23.4,62.3,59.8,50.3,24.3,26.7,28.0,1,5,7,3,Poor
STU09071,20,1,Computer Science,56.7,2.73,4.8,28.3,5,49.8,6,4,4,1.8,3,34.6,2,2,4.6,34.8,72.5,47.9,57.1,38.7,52.6,51.1,2,3,4,7,Average
STU09072,19,2,Mathematics,44.2,1.32,3.7,21.9,5,36.9,8,2,5,6.4,5,44.2,5,5,4.4,51.8,21.2,23.3,25.4,25.3,21.7,26.8,3,4,7,3,Poor
STU09073,21,4,Civil,75.3,3.01,6.3,37.8,5,81.4,3,6,9,4.6,8,79.7,10,4,7.5,61.3,45.3,55.1,35.0,48.1,38.0,65.6,4,3,5,7,Average
STU09074,23,2,Mechanical,42.6,2.07,3.8,22.4,6,57.1,3,4,5,4.4,3,40.5,3,2,5.0,35.7,33.4,25.2,40.6,34.2,30.5,40.7,3,3,4,5,Poor
STU09075,20,1,Civil,48.8,3.06,3.1,19.9,5,41.0,6,3,7,4.8,5,46.0,5,3,4.6,54.3,65.0,61.0,45.4,49.1,58.6,37.1,3,2,7,2,Average
STU09076,19,1,Business,59.4,2.89,5.8,33.5,5,55.3,6,5,8,6.5,5,61.3,6,3,5.5,51.4,61.5,53.3,41.5,51.6,45.7,58.3,2,3,5,6,Average
STU09077,18,2,Computer Science,68.1,4.0,6.1,36.6,5,72.3,2,6,8,3.3,5,63.4,9,4,7.1,65.7,82.0,59.9,84.3,66.7,68.1,73.3,4,3,3,6,Excellent
STU09078,20,2,Electronics,40.0,2.87,4.1,23.6,4,59.5,4,4,5,5.0,3,40.3,5,4,4.8,46.1,61.8,64.0,54.0,42.1,54.1,56.8,3,5,3,6,Average
STU09079,19,3,Computer Science,61.1,3.67,5.6,33.3,5,62.9,4,6,6,7.7,4,51.3,8,2,5.7,66.0,78.4,49.7,71.7,61.1,64.1,56.1,3,2,3,6,Excellent
STU09080,20,3,Electronics,69.9,2.53,5.8,35.4,5,45.6,6,4,10,7.4,7,69.9,7,6,5.7,65.2,53.7,36.0,34.8,47.7,43.5,39.4,4,1,7,4,Good
STU09081,19,3,Business,40.7,3.35,3.3,19.6,5,40.3,5,3,6,3.7,2,41.9,4,2,3.5,50.5,70.0,67.3,72.2,50.5,50.5,54.8,2,2,5,5,Good
STU09082,21,3,Civil,55.5,2.25,5.3,30.3,5,61.0,4,5,5,3.1,5,53.1,6,2,6.6,48.2,39.8,37.1,39.3,31.3,37.9,47.5,3,2,4,7,Average
STU09083,21,4,Physics,40.0,3.08,4.0,23.4,6,70.6,3,6,3,2.3,1,42.7,4,2,3.9,37.6,56.5,56.5,62.2,44.3,48.1,67.3,1,1,1,8,Average
STU09084,19,3,Physics,45.3,2.73,5.3,33.0,5,47.5,7,3,7,7.3,7,50.0,6,4,5.8,53.6,21.3,36.5,30.9,31.9,34.8,32.0,4,2,7,3,Poor
STU09085,22,1,Physics,48.7,3.17,5.7,36.2,4,75.4,2,5,6,4.9,3,55.3,6,4,5.5,45.8,50.6,52.6,62.9,40.7,55.8,72.1,3,3,2,8,Good
STU09086,19,4,Mathematics,46.5,3.45,3.3,18.4,5,61.3,4,5,6,3.1,5,42.9,5,1,5.9,53.0,87.8,67.9,71.1,54.6,68.7,55.1,3,3,3,6,Good
STU09087,18,3,Electronics,62.9,3.86,5.7,35.3,5,59.0,6,5,7,3.4,7,58.7,8,3,6.4,70.4,71.0,65.0,64.9,71.1,60.3,58.7,5,4,6,5,Good
STU09088,21,1,Computer Science,61.6,3.98,5.5,31.1,4,48.4,7,3,10,6.2,9,71.1,7,4,6.1,82.5,81.7,71.4,69.8,75.6,77.1,53.4,4,3,7,3,Good
STU09089,18,2,Electronics,72.8,2.86,6.6,41.5,5,78.7,2,6,9,3.0,7,81.4,11,6,6.9,66.4,29.5,45.2,26.5,42.8,42.2,55.5,4,1,2,8,Good
STU09090,22,2,Mechanical,48.0,2.59,5.2,32.3,5,52.3,5,4,7,6.7,5,52.1,6,2,5.4,61.2,39.0,55.7,52.7,32.7,38.8,45.7,4,4,6,5,Average
STU09091,23,4,Physics,60.3,2.37,6.1,37.3,6,75.7,4,6,8,7.5,6,76.6,7,3,6.9,68.9,49.0,56.4,41.7,40.0,46.7,64.7,4,4,5,6,Average
STU09092,20,3,Business,40.0,1.49,2.9,16.5,6,41.4,5,3,3,1.8,5,35.0,3,1,3.7,35.9,49.5,34.3,41.4,20.0,25.3,36.1,2,3,5,4,Average
STU09093,22,4,Physics,59.2,3.86,5.4,30.9,6,63.5,5,5,8,4.6,7,67.6,7,4,6.1,65.8,66.0,78.0,63.6,62.3,68.3,59.2,3,2,5,4,Good
STU09094,19,3,Mechanical,73.4,4.0,6.9,40.5,5,73.8,3,6,7,5.0,9,70.4,8,3,8.3,82.7,62.5,67.4,64.6,59.1,65.8,66.7,4,4,4,7,Excellent
STU09095,18,2,Business,57.2,3.57,4.8,27.0,5,66.6,3,5,6,4.6,5,46.5,6,3,6.1,52.2,77.7,64.3,77.2,54.6,48.9,59.2,3,1,4,7,Good
STU09096,18,1,Business,49.6,3.29,3.0,17.1,5,63.4,2,4,4,2.6,5,46.2,4,2,4.9,48.1,70.9,69.1,70.5,52.8,48.5,64.5,2,2,4,6,Good
STU09097,18,1,Electronics,40.0,2.91,4.4,26.0,5,77.2,2,4,2,1.2,3,32.5,3,2,4.4,29.7,61.7,48.2,68.2,35.0,52.5,57.9,1,4,2,8,Average
STU09098,20,2,Computer Science,74.9,3.17,5.7,35.0,5,74.7,3,7,6,7.1,7,63.8,8,3,6.6,66.7,53.8,34.5,51.1,51.5,57.6,62.6,5,4,4,7,Good
STU09099,19,1,Computer Science,40.0,2.22,2.1,13.6,5,31.8,7,2,2,2.8,2,34.7,3,4,3.8,36.6,57.5,56.2,53.0,38.8,37.1,30.2,1,1,7,3,Poor
STU09100,23,2,Computer Science,69.1,3.49,5.9,36.8,5,59.9,8,4,9,7.3,8,71.1,6,4,6.6,62.5,57.4,54.9,41.5,51.1,54.3,48.1,4,1,7,4,Good
STU09101,20,4,Mechanical,68.7,3.14,5.5,33.2,4,64.1,5,5,7,6.9,9,75.2,9,4,6.8,55.3,44.8,38.3,44.1,47.4,43.1,56.5,5,2,6,5,Average
STU09102,18,3,Mechanical,41.1,2.2,2.7,15.8,5,39.3,6,2,5,2.9,3,34.2,3,1,3.6,38.3,68.3,43.3,22.8,45.7,32.2,33.4,2,3,7,3,Poor
STU09103,20,3,Mathematics,72.0,4.0,5.3,31.6,6,82.7,2,7,9,6.1,5,70.4,9,3,7.8,72.2,63.1,76.9,76.9,69.2,65.2,76.3,4,5,3,7,Excellent
STU09104,19,3,Computer Science,43.3,1.74,2.5,15.7,6,49.2,5,3,3,3.6,2,31.8,2,1,3.5,30.9,30.6,42.6,54.0,30.5,27.0,29.1,2,3,5,5,Average
STU09105,20,1,Computer Science,51.0,3.18,5.8,34.7,3,75.4,1,6,6,5.0,5,56.3,8,3,6.6,53.6,62.3,63.6,58.2,47.2,54.0,66.7,4,1,1,8,Average
STU09106,20,3,Electronics,55.2,3.37,3.7,20.6,5,59.9,6,5,5,5.0,5,64.0,6,3,5.8,55.8,57.0,61.6,58.0,50.3,44.1,54.3,3,3,4,6,Good
STU09107,21,3,Civil,55.7,3.48,4.9,29.1,5,61.8,4,5,6,2.9,7,64.0,6,5,6.4,70.5,56.7,44.7,62.8,50.4,48.2,55.1,3,3,3,6,Good
STU09108,18,2,Business,47.1,2.65,2.7,15.9,5,37.4,9,3,4,2.3,5,31.3,3,4,4.3,36.2,48.4,61.0,47.8,46.0,42.0,33.3,3,3,8,2,Poor
STU09109,19,3,Civil,48.7,2.91,3.7,22.3,6,65.8,1,6,4,4.4,4,41.6,5,2,5.5,32.1,61.4,46.5,69.0,46.7,55.9,63.9,1,3,2,8,Good
STU09110,20,3,Computer Science,43.3,2.74,5.1,29.5,5,50.5,4,3,6,4.5,4,47.1,5,2,5.1,52.9,67.0,67.8,64.1,49.5,53.7,52.5,3,2,5,4,Average
STU09111,18,1,Business,40.0,2.73,2.1,12.2,5,32.0,5,2,2,2.0,1,24.4,2,2,2.5,45.1,58.6,54.7,68.5,35.6,42.1,28.5,3,2,6,4,Poor
STU09112,22,4,Civil,50.3,3.25,4.0,23.5,5,50.2,7,4,7,8.0,6,53.1,6,4,5.1,67.1,73.2,68.9,85.9,64.1,54.4,55.3,4,4,6,4,Good
STU09113,19,3,Electronics,44.8,3.31,4.1,26.1,5,70.6,3,6,4,2.3,3,45.1,6,3,5.7,59.3,67.6,65.8,55.8,42.9,60.4,68.2,2,4,3,7,Average
STU09114,19,1,Computer Science,65.5,2.63,6.5,39.1,5,59.0,3,5,7,2.7,6,65.3,7,4,6.6,63.7,65.5,46.7,47.8,42.2,51.2,61.5,4,2,4,6,Good
STU09115,19,3,Electronics,40.0,2.23,2.5,14.7,5,47.0,5,3,2,1.8,2,30.0,2,1,4.3,30.1,35.7,35.5,40.2,25.4,43.2,32.4,1,3,5,5,Poor
STU09116,21,2,Computer Science,52.0,3.37,4.6,28.5,6,69.1,4,5,6,3.7,4,54.5,5,2,6.1,44.9,63.6,62.5,68.3,45.1,60.4,60.9,3,2,2,7,Good
STU09117,20,2,Computer Science,40.0,2.36,3.6,23.3,6,39.3,8,2,3,1.0,4,37.4,4,3,3.1,42.3,61.4,53.7,71.1,46.0,37.6,30.5,2,5,7,4,Average
STU09118,19,1,Electronics,56.0,3.6,5.2,34.7,6,58.2,4,4,6,1.9,6,53.0,5,4,5.7,52.2,73.2,66.1,73.5,56.3,69.6,61.5,4,4,5,6,Good
STU09119,19,3,Mechanical,82.8,4.0,7.2,43.5,5,68.1,3,7,10,7.7,8,76.4,8,7,7.7,82.1,71.8,75.9,92.7,70.5,81.3,72.4,5,3,3,7,Excellent
STU09120,19,3,Electronics,40.0,2.23,3.5,19.8,5,54.9,4,5,2,1.8,2,35.1,3,1,4.3,21.6,53.2,49.6,73.5,38.4,38.1,55.0,2,1,2,8,Average
STU09121,20,2,Physics,48.2,3.43,3.5,20.1,6,51.3,3,4,6,6.3,3,42.0,4,4,4.3,47.2,75.1,61.9,63.8,50.3,47.0,58.5,2,4,4,7,Good
STU09122,20,1,Business,53.1,2.06,5.3,31.2,5,59.9,3,4,5,4.8,4,43.8,5,3,4.5,45.8,47.9,55.7,53.2,40.0,48.2,50.7,3,1,4,6,Good
STU09123,19,2,Computer Science,51.8,3.56,5.4,31.5,5,72.1,3,5,4,2.4,4,47.4,6,3,5.9,46.1,58.1,56.7,58.0,51.2,61.5,63.3,3,1,3,7,Good
STU09124,19,3,Electronics,43.5,1.93,3.3,18.6,6,38.4,6,4,6,6.2,3,35.6,5,5,3.8,37.5,38.9,45.5,43.6,33.9,31.0,30.7,3,5,6,5,Poor
STU09125,20,1,Mathematics,43.6,2.83,3.0,20.2,6,43.3,5,4,4,2.4,4,47.1,4,4,4.6,48.0,69.8,58.5,62.6,41.2,44.1,51.8,3,4,6,4,Average
STU09126,18,2,Computer Science,41.9,2.6,2.9,15.0,4,32.8,9,3,5,6.0,3,48.2,3,3,3.8,54.7,60.2,71.0,52.5,49.7,53.2,31.5,3,4,8,3,Average
STU09127,21,2,Civil,64.6,3.48,5.6,35.1,4,54.7,5,4,7,5.5,7,64.5,7,3,5.3,65.5,66.9,48.3,58.6,57.1,54.7,49.1,4,3,6,5,Average
STU09128,19,1,Civil,40.0,2.79,3.3,18.2,4,58.4,3,4,4,3.7,1,32.6,4,5,3.3,29.9,66.7,63.0,66.5,38.0,59.1,55.7,1,1,3,8,Good
STU09129,21,4,Business,58.6,2.54,4.7,30.1,6,45.9,6,4,6,5.9,5,62.8,5,3,5.5,55.2,52.6,38.2,30.7,41.0,38.6,40.7,4,4,7,3,Average
STU09130,21,1,Civil,40.0,3.7,2.5,16.0,5,73.9,4,5,3,3.9,2,41.4,4,2,4.9,32.7,89.0,70.8,91.5,42.2,56.1,68.2,2,2,1,9,Good
STU09131,23,3,Business,40.0,1.69,2.5,14.5,5,35.7,4,3,2,2.2,2,29.7,2,1,3.0,26.9,62.8,49.0,56.5,32.1,32.6,32.7,1,5,5,5,Poor
STU09132,20,4,Business,57.5,3.17,6.5,38.6,5,53.8,4,5,9,6.2,7,54.3,6,4,7.0,68.4,59.1,48.0,45.5,49.6,56.6,56.4,4,3,5,5,Good
STU09133,18,4,Computer Science,46.6,2.66,3.4,20.6,5,45.3,7,3,9,4.5,5,40.4,4,3,4.2,53.3,55.8,44.5,54.3,46.8,38.0,45.1,3,3,6,4,Average
STU09134,21,3,Business,59.8,2.56,4.7,28.0,5,55.3,5,4,7,5.4,2,41.7,6,3,5.9,52.5,50.6,40.1,15.7,37.4,41.4,36.1,3,2,6,5,Average
STU09135,20,3,Civil,80.5,4.0,6.8,39.3,5,83.1,4,6,7,7.4,8,66.2,9,4,6.3,69.7,63.2,72.8,57.3,68.3,72.3,72.8,5,1,2,8,Excellent
STU09136,18,4,Business,40.0,2.33,1.4,9.4,5,33.5,5,2,3,2.2,2,20.0,2,0,3.1,31.0,63.2,61.5,52.6,31.6,35.1,30.8,2,3,6,4,Average
STU09137,19,2,Mechanical,40.0,2.62,2.9,17.4,6,54.1,4,3,2,0.7,1,29.3,3,1,4.2,31.5,68.4,47.2,82.3,30.6,39.2,55.8,2,4,3,5,Poor
STU09138,21,4,Mechanical,40.0,3.26,2.8,16.2,5,59.7,5,3,3,2.3,3,29.5,3,1,4.7,45.2,88.3,61.5,80.7,48.8,57.8,51.1,1,2,4,6,Average
STU09139,21,4,Computer Science,59.1,4.0,5.5,32.7,5,73.8,4,5,8,8.4,6,71.0,7,4,5.6,72.8,88.7,63.9,64.1,60.9,70.9,67.8,4,3,4,6,Excellent
STU09140,23,2,Business,51.1,2.21,4.0,23.5,4,62.4,4,3,4,3.1,4,44.1,5,2,5.6,37.4,39.3,33.6,45.3,34.6,29.8,42.8,3,3,4,7,Average
STU09141,20,3,Mathematics,58.0,2.63,5.4,32.8,5,58.0,3,5,6,5.5,5,50.4,7,3,5.0,48.8,62.5,54.0,63.3,40.3,36.7,49.9,3,5,4,6,Good
STU09142,18,3,Computer Science,79.6,3.08,5.4,33.1,5,71.0,2,6,5,4.3,4,63.9,9,3,6.6,61.5,54.0,64.0,41.3,53.6,52.5,58.2,3,2,3,7,Average
STU09143,18,1,Electronics,55.0,3.71,4.0,22.1,5,57.2,3,4,6,3.0,5,55.1,8,2,5.4,53.6,72.9,62.9,65.0,58.1,45.1,59.7,3,3,5,7,Good
STU09144,25,4,Physics,86.4,4.0,6.8,41.5,4,84.2,3,7,10,8.9,7,78.7,10,4,8.6,79.6,64.9,77.5,50.9,70.5,76.5,81.0,5,1,3,7,Excellent
STU09145,23,1,Civil,65.7,2.75,4.4,26.3,5,54.8,4,4,7,6.2,7,62.6,7,4,5.2,63.4,61.8,63.8,63.6,58.5,50.0,48.9,4,2,5,4,Good
STU09146,22,1,Civil,74.0,3.09,6.0,35.4,5,87.1,1,7,8,5.9,8,77.9,10,5,7.6,70.1,46.4,62.2,56.4,55.4,56.6,76.1,4,5,2,8,Good
STU09147,19,3,Mathematics,63.1,3.13,5.3,32.4,6,66.0,3,4,9,3.6,7,63.1,6,2,6.0,51.2,50.8,57.4,59.2,43.6,52.4,54.5,3,3,4,6,Good
STU09148,20,3,Mechanical,69.6,3.8,6.8,40.8,5,58.8,5,6,10,5.6,7,69.8,10,3,6.8,72.2,59.9,78.3,60.7,69.1,66.6,58.0,5,1,5,6,Excellent
STU09149,19,3,Mechanical,65.1,3.02,5.7,32.8,6,54.2,6,3,7,4.8,7,72.2,8,3,6.3,74.1,51.9,54.0,58.7,56.8,53.2,49.6,5,3,8,4,Good
STU09150,21,2,Physics,70.7,2.22,5.7,33.9,6,61.0,7,5,8,7.0,7,68.6,9,4,6.8,67.4,29.9,24.1,33.6,29.0,35.8,52.1,5,3,6,5,Average
STU09151,19,2,Civil,71.9,3.98,5.6,33.5,5,56.7,7,4,6,3.3,7,74.8,7,4,6.4,77.1,56.2,83.4,74.6,63.0,71.3,63.8,4,4,6,4,Excellent
STU09152,20,2,Mathematics,49.0,3.34,4.5,26.9,6,52.3,7,3,6,6.7,6,51.5,5,4,4.5,55.7,67.9,59.8,66.1,46.8,53.3,54.1,3,3,5,5,Average
STU09153,20,1,Business,49.8,3.01,3.9,23.0,5,65.7,2,5,4,3.6,3,46.0,5,2,5.7,46.2,60.1,65.5,70.5,50.6,65.3,54.2,2,3,3,7,Good
STU09154,20,1,Mechanical,40.0,2.87,3.5,21.1,5,45.1,5,3,4,3.5,4,38.5,5,1,2.8,41.4,72.3,50.5,48.2,43.8,39.9,39.0,2,3,5,5,Average
STU09155,19,3,Mechanical,44.7,2.67,4.5,26.0,5,41.7,6,3,5,4.5,5,50.3,4,3,5.0,51.8,56.9,73.5,51.2,36.9,44.6,39.7,2,3,8,2,Average
STU09156,20,3,Civil,46.5,2.18,4.2,23.4,5,62.1,6,4,6,6.2,3,54.3,7,3,5.4,34.9,37.2,39.1,33.8,31.8,29.2,43.2,4,2,5,5,Poor
STU09157,18,3,Business,45.0,2.33,3.6,21.9,5,47.5,6,4,6,6.9,6,48.4,4,3,3.5,47.1,57.5,30.7,47.3,38.6,40.1,37.8,3,3,6,4,Average
STU09158,18,2,Mechanical,46.8,3.19,5.1,29.2,5,43.6,6,3,7,5.6,5,58.6,6,2,5.5,53.8,70.7,67.5,61.3,50.3,58.5,47.1,3,1,5,5,Good
STU09159,20,3,Business,63.2,3.52,5.6,34.7,5,52.3,9,5,10,9.3,8,69.5,9,5,6.1,83.5,61.5,70.3,65.3,61.4,64.5,48.6,5,3,7,3,Good
STU09160,23,1,Business,67.7,3.17,5.6,35.7,5,77.8,1,6,7,8.4,5,63.8,8,3,6.5,52.4,47.6,44.5,52.6,46.3,64.0,72.0,2,2,2,8,Good
STU09161,24,3,Civil,40.0,3.13,2.8,17.1,6,30.0,7,2,4,4.8,4,24.6,4,4,3.0,35.9,80.3,72.7,67.2,53.5,59.2,26.3,2,2,9,1,Good
STU09162,18,2,Computer Science,47.9,2.82,3.5,21.7,6,39.3,7,3,6,2.1,5,48.1,7,3,5.5,64.9,75.5,52.1,45.9,58.0,47.1,28.6,4,3,7,2,Poor
STU09163,18,1,Business,40.0,3.66,3.9,21.6,5,57.0,4,4,5,4.3,3,32.3,4,2,5.0,44.5,73.1,68.3,61.3,50.3,50.0,53.8,1,1,4,7,Good
STU09164,22,2,Electronics,60.2,3.03,4.6,27.9,5,45.2,7,4,9,4.3,6,70.5,8,6,6.3,69.7,42.6,58.8,55.9,58.6,44.6,44.4,4,3,7,2,Good
